PAÍS,ACRÓNIMO,CATEGORÍA,NOTICIA,IMPACTO,FECHA,LINK
ESTADOS UNIDOS,CIA,Inteligencia,Did Israel force Washington's hand in decision to attack Iran? CIA's Director has an answer - The Economic Times,ALTO,19/03 11:32,https://news.google.com/rss/articles/CBMihAJBVV95cUxQSDVkQ3hOOGVkVHUwMjBOTS0tNG1xVlByd090d2wxelVXdDJpMFZzdDBaOG5sSjVTandZdHQyS3ZIUXF5S1FaQTIwckFmdFFOWWh1THZuZ1RQUXJ6MkFTN2Vncm4zR3UzMW5QTmlOR2NJT1VuQWVROVE3T1pfSUs0Vk11NEJyMHd0MTQ2bXZZN0NudzZsUk94SGxDVW9acllDSkZwRUVMZjJQMkoxcWF2OEVvRHplNDZyUndPLXpXX1BISHlZdmx0RnJkeFdBZ3BtcVkyUzNIT3RqZVBsMHlWNTlOajNoZTNQMjJ4WXZVQm8tLXdoWGZFSldSbmhGXzBwT2FnTNIBigJBVV95cUxQaTBNQkJFTlU5VjI1TlJKNmxiQkZ2VGlHTXh0MHBLbElOVUlKbU9mLUpEcTNFbGRTMm5LNDktaGNsbWREcUVPYUdzRXd3a1dlM0Rwc0FXZUd2Nk0wZmdGdVNfU1lWb3o5enF1TXkxUF8xYlBBUFRlUzZzWTRYWUEyX1hfYTdQTnVxY200Mi0tSmtfNnhOTW1leDVuNWsxbzIwZVVEMHVXU1dIQVVMWGdCZjg3WWdfcktGWFZwWlpqUllveGVnRUFPNkpSN0JMbEVwQVdaOXlkZFdVRkh0VDN0WVdqYV8zaG1BTHhoT04zeHpiRkg5Tnh5YWI5UmM3SlgtelNES2ZQS1RVUQ?oc=5
IRAN,VEVAK,Ciberinteligencia,Orthodox Jewish news site Yeshiva World News hacked after threats of Iran cyber attack - New York Post,ALTO,19/03 14:03,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPOE92TVJKZE1vY25kSWJNM3NFWVVWX3NIcDB3eFpVQ0RFY2xqd1ZpUnBNVEtRSDhzNW5KQlVKQ2QycDhNYi1xc2YwWmQ3eUZPTUpXLUhsSk5URkM4R0IwMi11bkxsRjVZcExUT3JNV2RKUGlxUG9LTzlLZlkycEJMR0ozZUNNTWpvdS1pcHVMQzF5Z2xZdW04dGdxdzRvcjFFZnRjT2J5UWV4SGhlT1hDRnJHdmtEYTJVdWlJejFfSE1IcVE?oc=5
ISRAEL,MOSSAD,Inteligencia,"Mossad slams regime for using mosques as headquarters, weapons depots - The Jerusalem Post",MEDIO,19/03 8:08,https://news.google.com/rss/articles/CBMiakFVX3lxTE5tbm9qa3ZlbWlmMUFKTnRuWk55T21lRk1LNGdHWjFIYWNmN2E3bERNQkJsaThUNGxoMERrR2tudFgzanBKelU1YWt4WkdUU0prQWU0aHlQX3BwTllQTFBRZ29kV0VoTFNLMGc?oc=5
ISRAEL,MOSSAD,Inteligencia,Israel kills more Iranian leaders: Former Mossad analyst Sima Shine on what's next in the Iran war - CNBC,BAJO,18/03 8:24,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQemdoeC1BYmJqNUthNEZZenozSEhJaHFkRFZKcElRdWUyZkN0QmhpT1htc2FWZVFzYzlWVUg4MGNYZ1ozc285VFJZNFNtOUV2MVJidkF5amp0ejcwTmtTODhTWXdWSWp6R2RGMWdyemtsREY5OG9UWkN5VXNhRWhGdGxPXzJKMFNvWVhpaG1rUWtqUXFFM3lQUEtxcjFhUHAwY3hmU3pPa0dMRXpKbHdsZWZSOFZDdlVfbFItQU9VNkpDdGlRQlpaSUg4RmFCYWdLbS1hMVdR?oc=5
ISRAEL,MOSSAD,Inteligencia,Mossad Threatens Iranian Officers With Personal Details to Undermine Regime Morale - 조선일보,MEDIO,19/03 12:46,https://news.google.com/rss/articles/CBMihAFBVV95cUxPQjR6QndVem1HbjgwaHpDRG1aVHZXc2lwMXBQWTRkSjl3N1Nmd1ZPaG9FZWJmUndKbnJZZVhyeUV4UURLbjVGS1pBMEIyc25xdUpCWjU3LXRjTXNJSktsNktGUXYzRVdiVzRHcGh4dGxzd25GbGk4SERZU3l1MHdkbS1ZZXM?oc=5
ISRAEL,MOSSAD,Inteligencia,Stand with your people or die': Inside the Mossad campaign against the regime - ynetnews,MEDIO,18/03 4:05,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5iMTVUQ2ZPR1N6UHZBU1pSbXI4Yk1KVk5CM3p5ekJEcEVtYUkzNHNMX0xxdzZPRW5nYmhXUjZRSG13RkluM05OUnctZnBiWW1mWG9UaTJn?oc=5
ISRAEL,MOSSAD,Inteligencia,Iran executes man accused of spying for Mossad - The Times of Israel,ALTO,18/03 6:38,https://news.google.com/rss/articles/CBMihgFBVV95cUxPYnJ5WUowUWlkdWdZUW1kTlo2Tk04ci1NUDNPQlhCaENvYzQ3WXlkMFZmaWVHQVJUaTk4N1RUSDdJUkZ0Xzk5M21pN3EwUDktT1pSenFrNXNVelRicEs0UWd5OGE1MGV5Z0hVckxHaUhFRVVBVXJzdjVaLTdkUmtrWm95cW80QdIBiwFBVV95cUxPZnRKZXBDSmJwVTNjQjdkbGNmSFYxTlZ6REJwaHdVNUtLQXFJNFMzdkxtQ1lLeVlvMHVPMHVoM1Z6bzJFb0xLN1U4RDdzZW84OVZqcmpITVEzRXF6Q0EtRE9mdUp5cjF3dTNiRFZmRGpaQk4wZlllOEFJaTNPRW4yRHpxaEpyb2R6LXE4?oc=5
ISRAEL,MOSSAD,Inteligencia,"Iran Executes Mossad Spy, Kourosh Keyvani - WANA News Agency",ALTO,18/03 18:20,https://news.google.com/rss/articles/CBMibEFVX3lxTE1YR1hIdDJxYmxocjVtVWcweUF2WVNIVEJtN1B3NDJQdGtiVV8zZHhyeHlfT3dRN3ZVTWpTc1M4NHl6SGZDNFdfVG0zTU1UVlBzS0V3d01nZzF3N2F5a1FrTG9ONkw2elkyRWtCcQ?oc=5
ISRAEL,MOSSAD,Inteligencia,Iran executes alleged Mossad spy amid war - MSN,ALTO,18/03 20:22,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPWE5QZmpjYTNJMlZPOHBsVTRYVnJxRmRXZFNjSWI2QTUtNHFPVGViVlBXVDRRUDRpMFRxNklSYl90MkxhaFBRbThKMk9DbmdvZVd4eklScWY0RGN4R1N5LVVsX0QzV0xyMmNodWhVX1QtNXNBMFdxdHRWcVg4YkozbTJYa3RpLXFwVTY4MFFTQjNQY3BJb0Z6YkljZ0paRkxtdkJ0NXhYOWU5aV9fUHphcnZra2tydFc2OXhodUp4d1dFSTdBSUJwX29PelctY3F2bUFWWmpTSEtQbVc0?oc=5
ISRAEL,MOSSAD,Inteligencia,Eli Cohen Mossad Spy: How Israel’s Top Agent Infiltrated Syria and Helped Win the Six-Day War - Vision Times,ALTO,18/03 18:51,https://news.google.com/rss/articles/CBMi0AFBVV95cUxQejBuVnFrSVcycFFXUWtRVjU0ZGMxM0lGcnRCMmRrVERYb0VVQW9ucmVSMTJmVlV4bzdNWXI4WXpoMTFQV1pCTkRaQ25nQmNQZnlXT19hQmlXdDdQLUhwOVpvQnlLM1AydFF1Qjc0RVl4SkRiWHVZRzFNZC1XbkdyVV9Mb3JzWGJmcHk3dXFnamhyTmVIZXdlc0UxVVlzVWZrV0M1eEFnNjQtOGxrc3FBeXk5bXh1Q204MGo4RHlPTlY1ZEhrekFtTm5CMUVuVjhW?oc=5
ISRAEL,MOSSAD,Inteligencia,Spy for the Zionist regime': Iran executes Mossad man arrested during 12-day war: Who is he - WION,ALTO,18/03 8:13,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQblhVdmk1ck5fX1FDOXRib1VWcEtvRy1nY2FuWGowcjJGei1Vamx3YV82NkVtUkxSLXVJR2o2NFZ2ZVR2T1d2VVpGb056aWU4ZERRN19BODFVRTBWT2NQLUpIcDVRb28xb243OUFpSGNmaWZsem1jVTZSZnRkS2JCa05RM2Nac2RrSnEwVHBkYlE5R2c3RXVsX24zc1ZxUzVfc0VETEVKT1DSAa4BQVVfeXFMUEdEN1FTTzBOU1EtSHpaMnJqWnFLc3cxS2Jvb1pSbmNuaWU0LVlKeTVGVWFROG9GSU9GME55QkhKNVB4dldRd2MxQmtQOG9CajBXM3pSQkdDQi05RzZrT2lhTHZFcGRBSGZOUnFOeHZMTlh1V0lXV09HbzZ4U01rNktVWk1IQkNRX2NTNkV1bUFCMmVNVGNPQl9GMWFfeVB4SzBWT0NsNVM1STdMbmFR?oc=5
ISRAEL,SHIN BET,Inteligencia,What the embattled U.S. Secret Service can learn from Israel’s Shin Bet - JNS.org,MEDIO,18/03 12:00,https://news.google.com/rss/articles/CBMiowFBVV95cUxQTm41dlFELVRmZGV3VzF0S1ZWbndqQWJicElGTWl5ak5oTHZyMlYyakhTS2ZZajktTXlhU3JBMEU5TEhTcDRGZG5WLUpiMFdtVlVYTUV1Zk9KTzczdEdJY1AyZER6V1JYdkRFRWF0UHVQNGdETlZRNFh4ZVRvTUFRMTkwc0pDMEg2c2k5LUdFWEhZMkpGcVBZTkRfNWFtV3JnNVpF?oc=5
ISRAEL,SHIN BET,Inteligencia,Israel says it killed Iran's intelligence minister - Axios,MEDIO,19/03 4:59,https://news.google.com/rss/articles/CBMihgFBVV95cUxPVHE4X3NRdDRKd0g0Nnk5ZHB6WlFRdno4WmxLaEllMzQwM2R5aEozYzhXbFAwOHNYOVNyYmpidTc5WTlxdnNUWkdUS3ZNdUdmMGxYMVdjSnl4ZXpEZFQyTlJPSnAwU1RQOXQ5SWtlNjVVNEZFNS1vM3hvMGVvemhteUwwdGlWQQ?oc=5
ISRAEL,SHIN BET,Ciberinteligencia,"Black Cube, leaked tapes and corruption: Israeli spy firm crashes Slovenia’s election - politico.eu",ALTO,19/03 0:00,https://news.google.com/rss/articles/CBMinwFBVV95cUxQaTlTV1NnLWxmeFI0eFhlclBQTExYeHRZS3d0U2lhVW1zNXNpS29DeDVjZHBUOWhJLW03Q3JhakJieWprYUtjUWg3WXlvQzNaMm9rTFpJZl9VRnEyejdoUlVXVi1qUzNMOEZvQUNmc01FU3NvVlJEX3ctQ0tnMHNvRE5fRjg3eS1saVpIblE3aHcyei14WG1GVnUzeGQ0XzQ?oc=5
ISRAEL,SHIN BET,Inteligencia,Israel kills Iranian intelligence chief and intensifies attacks on Lebanon - Vatican News,ALTO,18/03 11:27,https://news.google.com/rss/articles/CBMitgFBVV95cUxOM2hnSkxWS1I3dEdTSGhsdWhXVHRuMkcyRktXOXpDall2Z3hjUGZCbnFnb3AtN2EwaEhXb0l2QW5hc0F5NE5ocW9HSC1rSE1RQXZ0eU5jYVRuWlFlZmZBVFo3Qjc2QXhERE5ydFFEVTB1ZmxnRlU4WktRMmVTX2pfWTFLanM2QnNhWWVwMHotdEtaRTVqdkhUM3p6dXVQaEpDSlFIM09YdEU2VktiMWhfTHZ3dVVNUQ?oc=5
REINO UNIDO,MI6,Inteligencia,"US have tracked Epstein's Moscow links since the 1970s, claims ex-MI6 Russia chief - MSN",MEDIO,18/03 15:39,https://news.google.com/rss/articles/CBMi3gJBVV95cUxPc3RON19QUmJCM0doT20tMmVKbHFjZ2Q4UVlsdVRHMkQ3akQ1c1BwdGxoRkhQNXl3OXRUbEpqeWZTSVI2eVBNa3lqYmZmV3VxQzZocFdfaUVWdTFLN1ZVd3l4RUhrQzlBaVp3Rld5RUdkdV95djFXS0Y1YnpMU29ONndZQWMtci1yNVdJYXBlQ091enNhb0ZuV2VDQ1NFVzVZcC15T1BaQVp1YWxGZXdMZ1VoMW5YVENlWklEd3d4eUEyVzc4MjhFdFl1a1pZUm11MGduMDRBbURwdmU5VWJfVGFXdkZva0pwdEdpWHNPRW5PSncwUjNpdmpVVEJFVHYyZjRWU040bW45VTUwSkxfZ0J0SWhOT21hN2Z6SEZyeFIxRWJJX0pkNnFZR0l1ZW1EaVBWdUxFNnQxZlZlNU1TQ1d6NnViNUFQcjhiVHdQR2k5Z1oxdVdjU25ELU5NUQ?oc=5
REINO UNIDO,MI5,Inteligencia,"Ex-MI5 contractor had ninja-style training in swords and knives, court told - Sky News",MEDIO,19/03 11:31,https://news.google.com/rss/articles/CBMirwFBVV95cUxPbDdKYVdXR1VGQzNTaEYxdVRvdzNSdlh6cWJIbEhxcU5zOGlRV3M5U0Z2LWFxNzhOQTIwU0xvajIzMU1QNG85Skd4akVsT2NsdUJucDlUZ19pR0d6T3N0MzVnYWFmYnB1R1ZXeXNWM01iLXVpQ19aRVVsUFRZYWhwSVQ5Ry1qem40TkRsNEx6LW5JQnZjNUU2RVJZOHF3Tk9Ob2tLcUdod1pfQm9kZURR?oc=5
REINO UNIDO,MI5,Inteligencia,MI5 chief apologises to woman abused by violent neo-Nazi agent - The Justice Gap,MEDIO,19/03 6:21,https://news.google.com/rss/articles/CBMimAFBVV95cUxPZjhSRjZvYkdfZWFuV2VMQUZqLXh4RlB4dHZlWGo0dUNzQUw2YkpQdm96RlE5bkdnQWRwOENjNFpwcWpGU1Y0TXllNjlwbmlLdC1UclVsd1lCSnRqU0k0V21pQVRGdGlCbUdaUzRXdmlSQWNtSEdjTGdyd0stVktXMUVlVG9mQkxRMEhpSExkVUVJeGtsWng3OQ?oc=5
REINO UNIDO,MI5,Inteligencia,MI5: Official Secrets Exhibition Shortlisted For National Award - Wired-gov.net,MEDIO,19/03 10:17,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNWWYzcGJQRDFWMGRRVHQzRDlSV0hvR1g4bFl5RFNjVGlYMGNvSEJIX1ZlN3Zyd213MEh4QWJacU1zaTNRR0J3cTBMQnZtSGtrNzZZNUszaHJwUEVLYTRlNDdqekhoU1RjRnZ0NWpDZ29DYUREMjhEWHdKVy1fc2pYRUlDbGpzUTBibjNkWVVpYVVFODVCalhCN0lOSzlLMG1zaklsbzdtZzVtX2JoUUpRU3VlQVZCMEExbkxtMUllRXlPZTFSWTBHbA?oc=5
RUSIA,FSB,Inteligencia,Alekseev Assassination Attempt Reveals Russian Security Service Cracks - The Jamestown Foundation,ALTO,18/03 19:56,https://news.google.com/rss/articles/CBMimAFBVV95cUxQWlc0eUVDbHBYcm13SW5IaENNOTBJUTc2R2xQQk1tTkRVUXRoaXNmUTZKNjVUV04wYzdpU0N4bUZzUUUxZGJBUHJWOVVNdFV6OWNEYklISnd0ZjBiU0hlM19RY2cwMV9YeW5SU3U0UGotN0Y5NTJqaThaVTdZNWt4TkdOdW1mZjRYV3VKOEVaMGg0MDR5MGtTVg?oc=5
RUSIA,FSB,Contrainteligencia,Ukrainian Counterintelligence Arrests FSB-Belarusian Double Agent - Odessa Journal,MEDIO,19/03 6:19,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNakdsaUxsQlVhY0l4UFRMUXkwYjlvdmtucjYxSkFaZGNFMm5lTkd6NXRtaXFrQkw5ekM5MG9PMHl5UHktYzZKLWZ5NnIzUUNQemZVdkx6ZjU4NHowbllSakV0ejhYOFhBd0N5Z043U1lGNnh3RlFOcWV2Mm5GdzRMdXB2akF2UEJHNTRCR2NhTW9LVVBLYjdvbnRIZTg0MHpFWnFKMEYzZW1tMm8?oc=5
RUSIA,FSB,Contrainteligencia,Spylandia: How a Stretch of Florida Real Estate Has Become a Covert Corridor for Chinese and Russian Spies - Vanity Fair,ALTO,19/03 8:00,https://news.google.com/rss/articles/CBMibkFVX3lxTE50X2tvTlE0WGIwa3hsLW9kOGIyZ0wweFdZVVJqdEFCbEItTTFDYmtCZnFucGxfS0VqVU55YURDc3FXYXdYQnJHTS1DZTdkWWtEQTFxaXBid042MEZhN2RFXzlNV2l4ckVqblRqeGF3?oc=5
RUSIA,FSB,Inteligencia,"Expert: After shutting down Telegram, Russian intelligence recruitment agencies to shift to other platforms - Ukrinform",MEDIO,18/03 10:26,https://news.google.com/rss/articles/CBMi8AFBVV95cUxOWTZMUmkxb2ZqUGwzcWFzejR4MnY1YWVyb3FXNnJmSktrUmdrMkc0b1J5azktUk9rR2h4MTZYRWtXOUc1RWlHMGdjZmJIWmtMcDQ4X2JCbFZ5MThSdWhxdEdsdVZMVGhER01nbU1CWmhYeFZvZ0NqSXlNb2pxZTRJRDV4ZlM5dEp4X1pXNEQtQ21yTDluQ1VpVHRGSWVMVkZvT3FXdkwwdEJZaHhUZnMzVTZRSU1CeFgwMzYzUl9WMkVSZm5lZ0ZMOHAzR3dUekNLU2ZKeXZlRUdFNURRaWp4dnBZYTA4OW9iUmcySVc0RU3SAfYBQVVfeXFMT0xubXQ3TUY4dVNpdng0NnpSdlNWR013ZmtkTFVJTFg0ZUhmSTNCMWNwUURGeThhUkFjUmNOM3U0X1d3b1dicVdrV2NNRGVGWVJ5NWg4NVJCcXZDNG1pRlh6SnNFMUVMRzdTX2lpb2s1U1EyN2Vtbk5INEowWTN0Wkd3SjdkSTNqOE5qdW84UVEyamp1MDVIOHYyalhiV0cwakRSdGZCUy1zR3dFZjQzVklpRjRoZlFCM3hoZWg2TmJhSmFrVUFSSzVsZEEzZ3g2RkloY2VGUHBmRjVUN2gteHZVUXFfTFphb1BxaUdHUHdYN1hfM3ZR?oc=5
RUSIA,FSB,Inteligencia,‘Orchestrated ’: Ukraine slams arrest of 6 nationals by NIA on Russian intelligence | India News - Hindustan Times,MEDIO,19/03 8:03,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPMG5ZbFdnRXR0ZmhYaWpUZVN1QVl4U2g2dzY0el9tWFBXNDlQdkRrNHpfZ1hLdVo5c0NmcnR6UGlxQjJNamRfVkx2S0piLWJrNGhjaWppSnZtaU4tVDRKLWZRUUhRenZUOGJ2TC1mUnRTSmdhVDlUbjNLVGZSTVBkUzluVGJva3FvaG42ZEVWRWFkR0NyVFR3VHE1TDc0LVBuLTZQXzU4dmR1S1RZbjI1X0NvalBkbDBzQkU1UDlVRnJTanprSnB0V29sWVJjZTROYkFvMThNNDVuUdIB3wFBVV95cUxOQzlpVmFNRlVoZmdrQVJzR3lpTmQ4RmxSODc3cHVKdlUyUGpsVmRqeFFKbUpxVG1vQUVyVnZwc1ZEeno1NFBaRXZKYTRRMDZURldocFkteEd6Vzh6Rk1kdWJMd09KVDZVWXZmRUN6RWo4eDZQSmQtR1MxNjhwXy1PYVRKZlZlal9uUEgtN1lTanJXWlVrSGJUZ0U1VHViTEgyS2llLUp3bHZELTlHSTlrZ2ktUVRObFp3QzYzRnNBM0hTQkRFOVlVNmdLc2liN2tKM3hfVkVPVTlMejg1Q01r?oc=5
RUSIA,FSB,Inteligencia,"Russian Intelligence Behind NIA Crackdown On US National Matthew Vandyke, Six Ukrainians Linked To Myanmar Insurgency - Republic World",MEDIO,19/03 3:55,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPdWxTelVDX3lSWDUwZm5VVzYwMExHRnV2eWlJdmstSzJNX29JYktzS3NrZ0duSEhNcTlZU0J2X0dXeWkwQ1JPdkJHcm9TNnBxX2cydDZlanp1VDl2ZzVLOGZUbDVQSHdicWR4el9oYmF2MlJaX3hJZzJwNE9DRC1oYUFvRy1ldV9naGJ3b3E5bEtHRFFxb0wzQ0Nna3F4WktzT3VzTEs2V2cxSjVCWTZianhaNG9FTWlOOGhBZXVKZUYyb0xLdllIRDItS0gzV18xaGJ5cUU4dFB5eXVlV0HSAeMBQVVfeXFMTXF5V2dtSjN6SEJjSHJETGlDUjcyMEM3ZUNha24zc3NrM0FPaVlTQWstVTdQM183Y19UNG1kUlo3QW82YkR1dkd4SWVhbXljZk56Z291OXkwc09CY3NwNjhzSE1CZTF3VXFzeGRnN2xMY2JzcXNMdXlRd2FTSEhnVGFKYjlXSHFhSUN0VVFLa09rVFhicXpVRjNaRWctU1M2TTdmS3FwZUZZR0VRVjc3cl9CcUNacUZ0RWxVTGEwVXNRVkdobW85cVV5a0xRUmdyYVR4aTM0SU94VjVqZS03RUh4Q1E?oc=5
RUSIA,FSB,Contrainteligencia,Tale of Russian spy ring in Surrey brought to the Wick stage - SussexWorld,ALTO,19/03 8:05,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOVnpFS0V1aTdqU2NZbThZMkJ3bzBTWk1FWDE3TVE0bzRRLWVUbmNGWW1Cc3VFbktibmlBREJveVRabnJpR2ZkTS1Ja0t4STV1c1Btc190NDM0a2ozT1RWb0tfQnFObmk3WWlHYVhjNktaZk5hczJjSlZPSzF4Nk9SQlo3THk5LVdOVkRTMHlkSmU0UkV1ZnAtbklBcktIdHotQzMtT0NiWFo?oc=5
